eventId,note,systemId,metadata,executedAt,lineIndex,reconciliationKey,subSkuCode,economicEvent,transactionType,stripeTransferId,createdAt,amountCents,talentUserId,flowCode,transactionGroupId,financialStatement,currency,engagementId,skuCode,account,direction,id,created_date,updated_date,created_by_id,created_by,is_sample
"EVT-M4DQPA-USTS3F","Extinction créance organisateur ENG-CPN768-BTNAQV — balance","LDG-9A24SB-PUMAUR","{""stripeEventId"":""pi_3TbtzJ2eLVUrCnnJ0KFtAevg"",""txgId"":""TXG-ENC-CPN768-BTNAQV-FtAevg"",""lineCount"":2}","","1","stripe:pi_3TbtzJ2eLVUrCnnJ0KFtAevg","SUB-COURT-BALANCE","encaissement_balance","encaissement_solde","","2026-05-28T02:48:09.511Z","32000","","ENC-BALANCE","TXG-ENC-CPN768-BTNAQV-FtAevg","FLUX","cad","ENG-CPN768-BTNAQV","SKU-COURTAGE","4110","CREDIT","6a17aceb94ce136b5adba199","2026-05-28T02:48:11.909000","2026-05-28T02:48:11.909000","6a09b5c6ace6051fecd365af","frederik.gelin@gmail.com","false"
"EVT-M4DQPA-USTS3F","Encaissement balance Stripe — 320.00$","LDG-778769-LE4GDE","{""stripeEventId"":""pi_3TbtzJ2eLVUrCnnJ0KFtAevg"",""txgId"":""TXG-ENC-CPN768-BTNAQV-FtAevg"",""lineCount"":2}","","0","stripe:pi_3TbtzJ2eLVUrCnnJ0KFtAevg","SUB-COURT-BALANCE","encaissement_balance","encaissement_solde","","2026-05-28T02:48:09.511Z","32000","","ENC-BALANCE","TXG-ENC-CPN768-BTNAQV-FtAevg","FLUX","cad","ENG-CPN768-BTNAQV","SKU-COURTAGE","5200","DEBIT","6a17aceb64a53532d50b6130","2026-05-28T02:48:11.671000","2026-05-28T02:48:11.671000","6a09b5c6ace6051fecd365af","frederik.gelin@gmail.com","false"
"EVT-M4DQPA-USTS3F","Extinction créance organisateur ENG-CPN768-BTNAQV — dépôt","LDG-4Y8SPX-85UR8U","{""stripeEventId"":""pi_3Tbtym2eLVUrCnnJ0CjfWgJ8"",""txgId"":""TXG-ENC-CPN768-BTNAQV-jfWgJ8"",""lineCount"":2}","","1","stripe:pi_3Tbtym2eLVUrCnnJ0CjfWgJ8","SUB-COURT-DEPOT","encaissement_depot","encaissement_depot","","2026-05-28T02:47:31.824Z","8000","","ENC-DEPOT","TXG-ENC-CPN768-BTNAQV-jfWgJ8","FLUX","cad","ENG-CPN768-BTNAQV","SKU-COURTAGE","4110","CREDIT","6a17acc56a22f4115d5edf98","2026-05-28T02:47:33.255000","2026-05-28T02:47:33.255000","6a09b5c6ace6051fecd365af","frederik.gelin@gmail.com","false"
"EVT-M4DQPA-USTS3F","Encaissement dépôt Stripe — 80.00$","LDG-LK6AUW-ED3VMG","{""stripeEventId"":""pi_3Tbtym2eLVUrCnnJ0CjfWgJ8"",""txgId"":""TXG-ENC-CPN768-BTNAQV-jfWgJ8"",""lineCount"":2}","","0","stripe:pi_3Tbtym2eLVUrCnnJ0CjfWgJ8","SUB-COURT-DEPOT","encaissement_depot","encaissement_depot","","2026-05-28T02:47:31.824Z","8000","","ENC-DEPOT","TXG-ENC-CPN768-BTNAQV-jfWgJ8","FLUX","cad","ENG-CPN768-BTNAQV","SKU-COURTAGE","5200","DEBIT","6a17acc4ad412351a8954930","2026-05-28T02:47:32.947000","2026-05-28T02:47:32.947000","6a09b5c6ace6051fecd365af","frederik.gelin@gmail.com","false"
"EVT-M4DQPA-USTS3F","Commission MR différée 12.0% — escrow jusqu'à archivage","LDG-JKRSW7-SALABZ","{""transactionGroupId"":""TXG-CPN768-BTNAQV"",""lineCount"":3}","","2","journal:placement-ENG-CPN768-BTNAQV","SUB-COURT-DJ","placement_engagement","placement_engagement","","2026-05-28T02:46:47.596Z","4800","","","TXG-CPN768-BTNAQV","BILAN","cad","ENG-CPN768-BTNAQV","SKU-COURTAGE","4530","CREDIT","6a17ac991499b93fd98b82e3","2026-05-28T02:46:49.639000","2026-05-28T02:46:49.639000","6a09b5c6ace6051fecd365af","frederik.gelin@gmail.com","false"
"EVT-M4DQPA-USTS3F","Cachet net talent — 352.00$","LDG-EDJ4Y9-WCJ2RJ","{""transactionGroupId"":""TXG-CPN768-BTNAQV"",""lineCount"":3}","","1","journal:placement-ENG-CPN768-BTNAQV","SUB-COURT-DJ","placement_engagement","placement_engagement","","2026-05-28T02:46:47.596Z","35200","","","TXG-CPN768-BTNAQV","BILAN","cad","ENG-CPN768-BTNAQV","SKU-COURTAGE","4310","CREDIT","6a17ac99f5a7bf635c50c6e0","2026-05-28T02:46:49.281000","2026-05-28T02:46:49.281000","6a09b5c6ace6051fecd365af","frederik.gelin@gmail.com","false"
"EVT-M4DQPA-USTS3F","Placement ENG-CPN768-BTNAQV — créance organisateur 400.00$","LDG-526H2X-RJKRFP","{""transactionGroupId"":""TXG-CPN768-BTNAQV"",""lineCount"":3,""waterfall"":{""cachetSigneCents"":40000,""commissionMrCents"":4800,""talentNetCents"":35200,""tauxPpm"":120000}}","","0","journal:placement-ENG-CPN768-BTNAQV","SUB-COURT-DJ","placement_engagement","placement_engagement","","2026-05-28T02:46:47.596Z","40000","","","TXG-CPN768-BTNAQV","BILAN","cad","ENG-CPN768-BTNAQV","SKU-COURTAGE","4110","DEBIT","6a17ac99776e4156848ceeb2","2026-05-28T02:46:49","2026-05-28T02:46:49","6a09b5c6ace6051fecd365af","frederik.gelin@gmail.com","false"
"EVT-SPNLFJ-QZ29HD","Extinction créance organisateur ENG-9UURMF-GZD7G6 — balance","LDG-7436Q9-F4KSV3","{""stripeEventId"":""pi_3TbtZk2eLVUrCnnJ1Owot6hz"",""txgId"":""TXG-ENC-9UURMF-GZD7G6-wot6hz"",""lineCount"":2}","","1","stripe:pi_3TbtZk2eLVUrCnnJ1Owot6hz","SUB-COURT-BALANCE","encaissement_balance","encaissement_solde","","2026-05-28T02:21:38.904Z","24000","","ENC-BALANCE","TXG-ENC-9UURMF-GZD7G6-wot6hz","FLUX","cad","ENG-9UURMF-GZD7G6","SKU-COURTAGE","4110","CREDIT","6a17a6b488b4e2215c0cb44d","2026-05-28T02:21:40.778000","2026-05-28T02:21:40.778000","6a09b5c6ace6051fecd365af","frederik.gelin@gmail.com","false"
"EVT-SPNLFJ-QZ29HD","Encaissement balance Stripe — 240.00$","LDG-VFBBF7-7CWMW8","{""stripeEventId"":""pi_3TbtZk2eLVUrCnnJ1Owot6hz"",""txgId"":""TXG-ENC-9UURMF-GZD7G6-wot6hz"",""lineCount"":2}","","0","stripe:pi_3TbtZk2eLVUrCnnJ1Owot6hz","SUB-COURT-BALANCE","encaissement_balance","encaissement_solde","","2026-05-28T02:21:38.904Z","24000","","ENC-BALANCE","TXG-ENC-9UURMF-GZD7G6-wot6hz","FLUX","cad","ENG-9UURMF-GZD7G6","SKU-COURTAGE","5200","DEBIT","6a17a6b4ee7139a622789ea1","2026-05-28T02:21:40.522000","2026-05-28T02:21:40.522000","6a09b5c6ace6051fecd365af","frederik.gelin@gmail.com","false"
"EVT-SPNLFJ-QZ29HD","Extinction créance organisateur ENG-9UURMF-GZD7G6 — dépôt","LDG-HL6AUW-S6K8UX","{""stripeEventId"":""pi_3TbtI62eLVUrCnnJ1otQm6to"",""txgId"":""TXG-ENC-9UURMF-GZD7G6-tQm6to"",""lineCount"":2}","","1","stripe:pi_3TbtI62eLVUrCnnJ1otQm6to","SUB-COURT-DEPOT","encaissement_depot","encaissement_depot","","2026-05-28T02:03:30.425Z","6000","","ENC-DEPOT","TXG-ENC-9UURMF-GZD7G6-tQm6to","FLUX","cad","ENG-9UURMF-GZD7G6","SKU-COURTAGE","4110","CREDIT","6a17a27509ff2fab5d317898","2026-05-28T02:03:33.955000","2026-05-28T02:03:33.955000","6a09b5c6ace6051fecd365af","frederik.gelin@gmail.com","false"
"EVT-SPNLFJ-QZ29HD","Encaissement dépôt Stripe — 60.00$","LDG-UXE8J4-T7RZV3","{""stripeEventId"":""pi_3TbtI62eLVUrCnnJ1otQm6to"",""txgId"":""TXG-ENC-9UURMF-GZD7G6-tQm6to"",""lineCount"":2}","","0","stripe:pi_3TbtI62eLVUrCnnJ1otQm6to","SUB-COURT-DEPOT","encaissement_depot","encaissement_depot","","2026-05-28T02:03:30.425Z","6000","","ENC-DEPOT","TXG-ENC-9UURMF-GZD7G6-tQm6to","FLUX","cad","ENG-9UURMF-GZD7G6","SKU-COURTAGE","5200","DEBIT","6a17a2759d60eb0a38995950","2026-05-28T02:03:33.719000","2026-05-28T02:03:33.719000","6a09b5c6ace6051fecd365af","frederik.gelin@gmail.com","false"
"EVT-SPNLFJ-QZ29HD","Commission MR différée 12.0% — escrow jusqu'à archivage","LDG-CY7X2Z-F4KFDN","{""transactionGroupId"":""TXG-9UURMF-GZD7G6"",""lineCount"":3}","","2","journal:placement-ENG-9UURMF-GZD7G6","SUB-COURT-USR-MPIG0A","placement_engagement","placement_engagement","","2026-05-28T02:02:50.816Z","3600","","","TXG-9UURMF-GZD7G6","BILAN","cad","ENG-9UURMF-GZD7G6","SKU-COURTAGE","4530","CREDIT","6a17a24d57e6675851c99bcc","2026-05-28T02:02:53.480000","2026-05-28T02:02:53.480000","6a09b5c6ace6051fecd365af","frederik.gelin@gmail.com","false"
"EVT-SPNLFJ-QZ29HD","Cachet net talent — 264.00$","LDG-JEMB6W-9GETHE","{""transactionGroupId"":""TXG-9UURMF-GZD7G6"",""lineCount"":3}","","1","journal:placement-ENG-9UURMF-GZD7G6","SUB-COURT-USR-MPIG0A","placement_engagement","placement_engagement","","2026-05-28T02:02:50.816Z","26400","","","TXG-9UURMF-GZD7G6","BILAN","cad","ENG-9UURMF-GZD7G6","SKU-COURTAGE","4310","CREDIT","6a17a24c8ce26d02622c37bf","2026-05-28T02:02:52.507000","2026-05-28T02:02:52.507000","6a09b5c6ace6051fecd365af","frederik.gelin@gmail.com","false"
"EVT-SPNLFJ-QZ29HD","Placement ENG-9UURMF-GZD7G6 — créance organisateur 300.00$","LDG-CQG2A3-BMTWAM","{""transactionGroupId"":""TXG-9UURMF-GZD7G6"",""lineCount"":3,""waterfall"":{""cachetSigneCents"":30000,""commissionMrCents"":3600,""talentNetCents"":26400,""tauxPpm"":120000}}","","0","journal:placement-ENG-9UURMF-GZD7G6","SUB-COURT-USR-MPIG0A","placement_engagement","placement_engagement","","2026-05-28T02:02:50.816Z","30000","","","TXG-9UURMF-GZD7G6","BILAN","cad","ENG-9UURMF-GZD7G6","SKU-COURTAGE","4110","DEBIT","6a17a24cbe95365bf89c809e","2026-05-28T02:02:52.245000","2026-05-28T02:02:52.245000","6a09b5c6ace6051fecd365af","frederik.gelin@gmail.com","false"
"EVT-PUM85A-F4H7Y4","Extinction créance organisateur ENG-HN4B2V-56Z3H9 — dépôt","LDG-YBL3ET-TUDAXM","{""stripeEventId"":""pi_3Tbt0S2eLVUrCnnJ0Yh7xXaA"",""txgId"":""TXG-ENC-HN4B2V-56Z3H9-h7xXaA"",""lineCount"":2}","","1","stripe:pi_3Tbt0S2eLVUrCnnJ0Yh7xXaA","SUB-COURT-DEPOT","encaissement_depot","encaissement_depot","","2026-05-28T01:45:12.896Z","2000","","ENC-DEPOT","TXG-ENC-HN4B2V-56Z3H9-h7xXaA","FLUX","cad","ENG-HN4B2V-56Z3H9","SKU-COURTAGE","4110","CREDIT","6a179e2a112ee4660d4309d0","2026-05-28T01:45:14.337000","2026-05-28T01:45:14.337000","6a09b5c6ace6051fecd365af","frederik.gelin@gmail.com","false"
"EVT-PUM85A-F4H7Y4","Encaissement dépôt Stripe — 20.00$","LDG-VP6FNL-FGZEZ7","{""stripeEventId"":""pi_3Tbt0S2eLVUrCnnJ0Yh7xXaA"",""txgId"":""TXG-ENC-HN4B2V-56Z3H9-h7xXaA"",""lineCount"":2}","","0","stripe:pi_3Tbt0S2eLVUrCnnJ0Yh7xXaA","SUB-COURT-DEPOT","encaissement_depot","encaissement_depot","","2026-05-28T01:45:12.896Z","2000","","ENC-DEPOT","TXG-ENC-HN4B2V-56Z3H9-h7xXaA","FLUX","cad","ENG-HN4B2V-56Z3H9","SKU-COURTAGE","5200","DEBIT","6a179e2a37de9d3abf5579e9","2026-05-28T01:45:14.045000","2026-05-28T01:45:14.045000","6a09b5c6ace6051fecd365af","frederik.gelin@gmail.com","false"
"EVT-PUM85A-F4H7Y4","Commission MR différée 12.0% — escrow jusqu'à archivage","LDG-3L3GLE-YL4JLS","{""transactionGroupId"":""TXG-HN4B2V-56Z3H9"",""lineCount"":3}","","2","journal:placement-ENG-HN4B2V-56Z3H9","SUB-COURT-TEST","placement_engagement","placement_engagement","","2026-05-28T01:44:36.263Z","1200","","","TXG-HN4B2V-56Z3H9","BILAN","cad","ENG-HN4B2V-56Z3H9","SKU-COURTAGE","4530","CREDIT","6a179e060f0c9a08e3059522","2026-05-28T01:44:38.830000","2026-05-28T01:44:38.830000","6a09b5c6ace6051fecd365af","frederik.gelin@gmail.com","false"
"EVT-PUM85A-F4H7Y4","Cachet net talent — 88.00$","LDG-64LGUJ-USY5HW","{""transactionGroupId"":""TXG-HN4B2V-56Z3H9"",""lineCount"":3}","","1","journal:placement-ENG-HN4B2V-56Z3H9","SUB-COURT-TEST","placement_engagement","placement_engagement","","2026-05-28T01:44:36.263Z","8800","","","TXG-HN4B2V-56Z3H9","BILAN","cad","ENG-HN4B2V-56Z3H9","SKU-COURTAGE","4310","CREDIT","6a179e06251592ec3f141889","2026-05-28T01:44:38.566000","2026-05-28T01:44:38.566000","6a09b5c6ace6051fecd365af","frederik.gelin@gmail.com","false"
"EVT-PUM85A-F4H7Y4","Placement ENG-HN4B2V-56Z3H9 — créance organisateur 100.00$","LDG-4SX4N4-4F8PX3","{""transactionGroupId"":""TXG-HN4B2V-56Z3H9"",""lineCount"":3,""waterfall"":{""cachetSigneCents"":10000,""commissionMrCents"":1200,""talentNetCents"":8800,""tauxPpm"":120000}}","","0","journal:placement-ENG-HN4B2V-56Z3H9","SUB-COURT-TEST","placement_engagement","placement_engagement","","2026-05-28T01:44:36.263Z","10000","","","TXG-HN4B2V-56Z3H9","BILAN","cad","ENG-HN4B2V-56Z3H9","SKU-COURTAGE","4110","DEBIT","6a179e0637beb67edcaa4f5a","2026-05-28T01:44:38.293000","2026-05-28T01:44:38.293000","6a09b5c6ace6051fecd365af","frederik.gelin@gmail.com","false"
"EVT-NYLBNX-UBTU5E","Extinction créance organisateur ENG-JE5TKN-N9QFCZ — dépôt","LDG-6LH2XJ-LEFYY8","{""stripeEventId"":""pi_3TbsmF2eLVUrCnnJ0pDN3vId"",""txgId"":""TXG-ENC-JE5TKN-N9QFCZ-DN3vId"",""lineCount"":2}","","1","stripe:pi_3TbsmF2eLVUrCnnJ0pDN3vId","SUB-COURT-DEPOT","encaissement_depot","encaissement_depot","","2026-05-28T01:30:35.807Z","2000","","ENC-DEPOT","TXG-ENC-JE5TKN-N9QFCZ-DN3vId","FLUX","cad","ENG-JE5TKN-N9QFCZ","SKU-COURTAGE","4110","CREDIT","6a179abd7262d3765e3c6dcf","2026-05-28T01:30:37.009000","2026-05-28T01:30:37.009000","6a09b5c6ace6051fecd365af","frederik.gelin@gmail.com","false"
"EVT-NYLBNX-UBTU5E","Encaissement dépôt Stripe — 20.00$","LDG-6837F8-QR98R4","{""stripeEventId"":""pi_3TbsmF2eLVUrCnnJ0pDN3vId"",""txgId"":""TXG-ENC-JE5TKN-N9QFCZ-DN3vId"",""lineCount"":2}","","0","stripe:pi_3TbsmF2eLVUrCnnJ0pDN3vId","SUB-COURT-DEPOT","encaissement_depot","encaissement_depot","","2026-05-28T01:30:35.807Z","2000","","ENC-DEPOT","TXG-ENC-JE5TKN-N9QFCZ-DN3vId","FLUX","cad","ENG-JE5TKN-N9QFCZ","SKU-COURTAGE","5200","DEBIT","6a179abc0ebeaeab2c752d7d","2026-05-28T01:30:36.815000","2026-05-28T01:30:36.815000","6a09b5c6ace6051fecd365af","frederik.gelin@gmail.com","false"
"EVT-NYLBNX-UBTU5E","Commission MR différée 12.0% — escrow jusqu'à archivage","LDG-DKQCMZ-VELAJN","{""transactionGroupId"":""TXG-JE5TKN-N9QFCZ"",""lineCount"":3}","","2","journal:placement-ENG-JE5TKN-N9QFCZ","SUB-COURT-TEST","placement_engagement","placement_engagement","","2026-05-28T01:29:11.181Z","1200","","","TXG-JE5TKN-N9QFCZ","BILAN","cad","ENG-JE5TKN-N9QFCZ","SKU-COURTAGE","4530","CREDIT","6a179a690a20e67b009ac6f8","2026-05-28T01:29:13.255000","2026-05-28T01:29:13.255000","6a09b5c6ace6051fecd365af","frederik.gelin@gmail.com","false"
"EVT-NYLBNX-UBTU5E","Cachet net talent — 88.00$","LDG-288NTP-Y5DEBM","{""transactionGroupId"":""TXG-JE5TKN-N9QFCZ"",""lineCount"":3}","","1","journal:placement-ENG-JE5TKN-N9QFCZ","SUB-COURT-TEST","placement_engagement","placement_engagement","","2026-05-28T01:29:11.181Z","8800","","","TXG-JE5TKN-N9QFCZ","BILAN","cad","ENG-JE5TKN-N9QFCZ","SKU-COURTAGE","4310","CREDIT","6a179a683aef8ec08a8eaece","2026-05-28T01:29:12.973000","2026-05-28T01:29:12.973000","6a09b5c6ace6051fecd365af","frederik.gelin@gmail.com","false"
"EVT-NYLBNX-UBTU5E","Placement ENG-JE5TKN-N9QFCZ — créance organisateur 100.00$","LDG-Y4VLEG-VF3NKD","{""transactionGroupId"":""TXG-JE5TKN-N9QFCZ"",""lineCount"":3,""waterfall"":{""cachetSigneCents"":10000,""commissionMrCents"":1200,""talentNetCents"":8800,""tauxPpm"":120000}}","","0","journal:placement-ENG-JE5TKN-N9QFCZ","SUB-COURT-TEST","placement_engagement","placement_engagement","","2026-05-28T01:29:11.181Z","10000","","","TXG-JE5TKN-N9QFCZ","BILAN","cad","ENG-JE5TKN-N9QFCZ","SKU-COURTAGE","4110","DEBIT","6a179a68a2617b025327afa0","2026-05-28T01:29:12.608000","2026-05-28T01:29:12.608000","6a09b5c6ace6051fecd365af","frederik.gelin@gmail.com","false"
"EVT-A5UAQF-65KCLX","Extinction créance organisateur ENG-ZWUD2V-2CY8QV — dépôt","LDG-TJ8742-MSH7NN","{""stripeEventId"":""pi_3TbUFT2eLVUrCnnJ0gTn3pWY"",""txgId"":""TXG-ENC-ZWUD2V-2CY8QV-Tn3pWY"",""lineCount"":2}","","1","stripe:pi_3TbUFT2eLVUrCnnJ0gTn3pWY","SUB-COURT-DEPOT","encaissement_depot","encaissement_depot","","2026-05-26T23:19:02.375Z","2000","","ENC-DEPOT","TXG-ENC-ZWUD2V-2CY8QV-Tn3pWY","FLUX","cad","ENG-ZWUD2V-2CY8QV","SKU-COURTAGE","4110","CREDIT","6a162a68e92bb8924b8bd499","2026-05-26T23:19:04.237000","2026-05-26T23:19:04.237000","6a09b5c6ace6051fecd365af","frederik.gelin@gmail.com","false"
"EVT-A5UAQF-65KCLX","Encaissement dépôt Stripe — 20.00$","LDG-ELZXG2-QBAPT4","{""stripeEventId"":""pi_3TbUFT2eLVUrCnnJ0gTn3pWY"",""txgId"":""TXG-ENC-ZWUD2V-2CY8QV-Tn3pWY"",""lineCount"":2}","","0","stripe:pi_3TbUFT2eLVUrCnnJ0gTn3pWY","SUB-COURT-DEPOT","encaissement_depot","encaissement_depot","","2026-05-26T23:19:02.375Z","2000","","ENC-DEPOT","TXG-ENC-ZWUD2V-2CY8QV-Tn3pWY","FLUX","cad","ENG-ZWUD2V-2CY8QV","SKU-COURTAGE","5200","DEBIT","6a162a67496c90989103262c","2026-05-26T23:19:03.903000","2026-05-26T23:19:03.903000","6a09b5c6ace6051fecd365af","frederik.gelin@gmail.com","false"
